Schengen State,Country where consulate is located,Consulate,ATVs applied, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"uniform visas issued including MEVs
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Netherlands,CHINA,SHANGHAI,1,1,,,,"20,374","19,777","14,993",75.80%,1,542,2.70%,"20,375","19,779",542,2.70%
Netherlands,CHINA,SHENYANG,,,,,,"1,469","1,384","1,342",97.00%,,80,5.40%,"1,469","1,384",80,5.40%
Netherlands,CHINA,WUHAN,,,,,,864,793,723,91.20%,,64,7.40%,864,793,64,7.40%
Netherlands,COLOMBIA,BOGOTA,2,2,,,,29,27,23,85.20%,,1,3.40%,31,29,1,3.20%
Netherlands,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,81,14,5,35.70%,60,1,1.20%,81,74,1,1.20%
Netherlands,COSTA RICA,SAN JOSE,1,,,,,22,20,19,95.00%,,,,23,20,,
Netherlands,CROATIA,ZAGREB,,,,,,36,25,17,68.00%,,10,27.80%,36,25,10,27.80%
Netherlands,CUBA,HAVANA,213,165,155,40,18.80%,"1,503",959,510,53.20%,,523,34.80%,"1,716","1,124",563,32.80%
Netherlands,CYPRUS,NICOSIA,,,,,,19,,,,,14,73.70%,19,,14,73.70%
Netherlands,CZECH REPUBLIC,PRAGUE,,,,,,11,3,2,66.70%,7,,,11,10,,
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,4,2,2,2,50.00%,"2,673","1,812","1,033",57.00%,,843,31.50%,"2,677","1,814",845,31.60%
Netherlands,EGYPT,CAIRO,3,1,1,,,"13,037","8,581","8,543",99.60%,179,"3,996",30.70%,"13,040","8,761","3,996",30.60%
Netherlands,ETHIOPIA,ADDIS ABEBA,4,,,3,75.00%,"2,105","1,662","1,542",92.80%,7,377,17.90%,"2,109","1,669",380,18.00%
Netherlands,FINLAND,HELSINKI,,,,,,2,2,2,100.00%,,,,2,2,,
Netherlands,FRANCE,PARIS,,,,,,2,1,1,100.00%,,1,50.00%,2,1,1,50.00%
Netherlands,GEORGIA,TBILISSI,2,1,1,,,697,254,158,62.20%,4,408,58.50%,699,259,408,58.40%
Netherlands,GERMANY,BERLIN,,,,,,1,,,,,1,100.00%,1,,1,100.00%
Netherlands,GHANA,ACCRA,283,199,175,57,20.10%,"18,438","10,722","9,225",86.00%,9,"7,587",41.10%,"18,721","10,930","7,644",40.80%
Netherlands,GREECE,ATHENS,,,,,,35,18,2,11.10%,6,4,11.40%,35,24,4,11.40%
Netherlands,HONG KONG S.A.R.,HONG KONG,,,,,,781,745,743,99.70%,,25,3.20%,781,745,25,3.20%
Netherlands,HUNGARY,BUDAPEST,,,,,,6,5,4,80.00%,,,,6,5,,
Netherlands,INDIA,BANGALORE,,,,,,"15,187","14,038","12,710",90.50%,,"1,075",7.10%,"15,187","14,038","1,075",7.10%
Netherlands,INDIA,CHENNAI,,,,,,"8,180","7,548","6,807",90.20%,,593,7.20%,"8,180","7,548",593,7.20%
Netherlands,INDIA,KOLKATA,,,,,,"3,787","3,455","3,104",89.80%,,294,7.80%,"3,787","3,455",294,7.80%
Netherlands,INDIA,MUMBAI,1,,,,,"23,981","22,595","21,266",94.10%,,"1,304",5.40%,"23,982","22,595","1,304",5.40%
Netherlands,INDIA,NEW DELHI,5,1,1,3,60.00%,"29,109","25,001","22,262",89.00%,6,"3,918",13.50%,"29,114","25,008","3,921",13.50%
Netherlands,INDONESIA,JAKARTA,1,1,1,,,"40,411","38,447","38,384",99.80%,2,"1,157",2.90%,"40,412","38,450","1,157",2.90%
Netherlands,IRAN,TEHERAN,53,27,27,25,47.20%,"28,379","18,544","18,496",99.70%,199,"9,354",33.00%,"28,432","18,770","9,379",33.00%
Netherlands,IRAQ,BAGHDAD,,,,,,819,615,609,99.00%,69,117,14.30%,819,684,117,14.30%
Netherlands,IRAQ,ERBIL,,,,,,590,386,385,99.70%,13,166,28.10%,590,399,166,28.10%
Netherlands,IRELAND,DUBLIN,1,1,1,,,"3,291","3,118","3,113",99.80%,2,14,0.40%,"3,292","3,121",14,0.40%
Netherlands,ISRAEL,TEL AVIV,3,2,2,,,336,220,219,99.50%,32,72,21.40%,339,254,72,21.20%
Netherlands,ITALY,ROME,,,,,,2,1,1,100.00%,,,,2,1,,
Netherlands,JAPAN,TOKYO,,,,,,721,665,656,98.60%,1,44,6.10%,721,666,44,6.10%
Netherlands,JORDAN,AMMAN,10,,,2,20.00%,"6,390","4,588","4,585",99.90%,162,"1,546",24.20%,"6,400","4,750","1,548",24.20%
Netherlands,KAZAKHSTAN,ASTANA,,,,,,5,5,4,80.00%,,,,5,5,,
Netherlands,KENYA,NAIROBI,3,3,3,,,"4,406","4,045","4,021",99.40%,19,280,6.40%,"4,409","4,067",280,6.40%
Netherlands,KUWAIT,KUWAIT,6,5,4,1,16.70%,"14,351","13,605","13,598",99.90%,63,503,3.50%,"14,357","13,673",504,3.50%
Netherlands,LEBANON,BEIRUT,4,4,4,,,"5,228","4,046","4,030",99.60%,248,853,16.30%,"5,232","4,298",853,16.30%
Netherlands,LUXEMBOURG,LUXEMBOURG,,,,,,1,,,,,,,1,,,
Netherlands,MALAYSIA,KUALA LUMPUR,15,9,7,2,13.30%,"1,003",636,602,94.70%,16,291,29.00%,"1,018",661,293,28.80%
Netherlands,MALI,BAMAKO,1,,,,,"2,049",906,753,83.10%,3,"1,093",53.30%,"2,050",909,"1,093",53.30%
Netherlands,MEXICO,MEXICO CITY,22,20,16,2,9.10%,190,167,156,93.40%,,16,8.40%,212,187,18,8.50%
Netherlands,MOROCCO,CASABLANCA,,,,,,1,,,,,1,100.00%,1,,1,100.00%
Netherlands,MOROCCO,NADOR,,,,,,"15,933","10,145","8,796",86.70%,7,"5,720",35.90%,"15,933","10,152","5,720",35.90%
Netherlands,MOROCCO,RABAT,,,,,,"13,874","10,589","8,985",84.90%,38,"3,156",22.70%,"13,874","10,627","3,156",22.70%
Netherlands,MOZAMBIQUE,MAPUTO,2,,,,,925,823,823,100.00%,1,65,7.00%,927,824,65,7.00%
Netherlands,MYANMAR,YANGON,2,1,1,,,"1,430","1,256",736,58.60%,,134,9.40%,"1,432","1,257",134,9.40%
Netherlands,NEPAL,KATHMANDU,13,6,6,7,53.80%,"1,653",973,695,71.40%,,633,38.30%,"1,666",979,640,38.40%
Netherlands,NETHERLANDS,ARUBA,7,7,4,,,104,96,40,41.70%,,2,1.90%,111,103,2,1.80%
Netherlands,NETHERLANDS,THE HAGUE,53,52,42,,,512,482,375,77.80%,10,4,0.80%,565,544,4,0.70%
Netherlands,NETHERLANDS,WILLEMSTAD (CURACAO),27,21,19,2,7.40%,331,295,116,39.30%,3,28,8.50%,358,319,30,8.40%
Netherlands,NEW ZEALAND,WELLINGTON,,,,,,434,393,389,99.00%,1,26,6.00%,434,394,26,6.00%
Netherlands,NORTH MACEDONIA,SKOPJE,,,,,,101,65,57,87.70%,12,16,15.80%,101,77,16,15.80%
Netherlands,OMAN,MUSCAT,3,,,3,100.00%,"9,322","8,755","8,748",99.90%,13,469,5.00%,"9,325","8,768",472,5.10%
Netherlands,PAKISTAN,ISLAMABAD,20,8,6,11,55.00%,"11,506","5,948","4,900",82.40%,78,"5,289",46.00%,"11,526","6,034","5,300",46.00%
Netherlands,PAKISTAN,KARACHI,3,3,3,,,"2,492","1,701","1,437",84.50%,34,712,28.60%,"2,495","1,738",712,28.50%
Netherlands,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,587,371,370,99.70%,73,126,21.50%,587,444,126,21.50%
Netherlands,PERU,LIMA,5,4,4,1,20.00%,85,75,63,84.00%,,9,10.60%,90,79,10,11.10%
Netherlands,PHILIPPINES,MANILA,3,3,2,,,"42,338","39,571","39,369",99.50%,3,"1,843",4.40%,"42,341","39,577","1,843",4.40%
Netherlands,POLAND,WARSAW,,,,,,4,2,2,100.00%,,,,4,2,,
Netherlands,PORTUGAL,LISBON,,,,,,2,2,2,100.00%,,,,2,2,,
Netherlands,QATAR,DOHA,1,1,1,,,"6,284","5,048","5,045",99.90%,53,"1,090",17.30%,"6,285","5,102","1,090",17.30%
Netherlands,ROMANIA,BUCHAREST,,,,,,447,411,361,87.80%,,33,7.40%,447,411,33,7.40%
Netherlands,RUSSIAN FEDERATION,MOSCOW,6,2,2,2,33.30%,"36,693","35,317","29,342",83.10%,24,"1,072",2.90%,"36,699","35,343","1,074",2.90%
Netherlands,RUSSIAN FEDERATION,NOVOSIBIRSK,,,,,,"1,991","1,919","1,424",74.20%,,66,3.30%,"1,991","1,919",66,3.30%
Netherlands,RUSSIAN FEDERATION,ROSTOV,,,,,,"1,454","1,353","1,073",79.30%,,85,5.80%,"1,454","1,353",85,5.80%
Netherlands,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"3,496","3,337","3,038",91.00%,1,139,4.00%,"3,496","3,338",139,4.00%
Netherlands,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"1,767","1,719","1,242",72.30%,,42,2.40%,"1,767","1,719",42,2.40%
Netherlands,RWANDA,KIGALI,,,,,,3,3,3,100.00%,,,,3,3,,
Netherlands,SAUDI ARABIA,JEDDAH,10,,,10,100.00%,"2,116","1,706","1,705",99.90%,6,359,17.00%,"2,126","1,712",369,17.40%
Netherlands,SAUDI ARABIA,RIYADH,10,2,2,,,"11,873","10,523","10,517",99.90%,117,"1,048",8.80%,"11,883","10,642","1,048",8.80%
Netherlands,SENEGAL,DAKAR,,,,,,"2,313",979,849,86.70%,3,"1,281",55.40%,"2,313",982,"1,281",55.40%
Netherlands,SERBIA,BELGRADE,,,,,,71,58,54,93.10%,,13,18.30%,71,58,13,18.30%
Netherlands,SINGAPORE,SINGAPORE,,,,,,"3,092","2,958","2,940",99.40%,3,98,3.20%,"3,092","2,961",98,3.20%
Netherlands,SLOVAKIA,BRATISLAVA,,,,,,2,,,,,,,2,,,
Netherlands,SLOVENIA,LJUBLJANA,,,,,,1,1,,,,,,1,1,,
Netherlands,SOUTH AFRICA,CAPE TOWN,1,1,1,,,"7,409","7,216","7,214",100.00%,,118,1.60%,"7,410","7,217",118,1.60%
Netherlands,SOUTH AFRICA,DURBAN,,,,,,"2,394","2,298","2,298",100.00%,,71,3.00%,"2,394","2,298",71,3.00%
Netherlands,SOUTH AFRICA,JOHANNESBURG,,,,,,"5,243","5,110","5,110",100.00%,,102,1.90%,"5,243","5,110",102,1.90%
Netherlands,SOUTH AFRICA,PRETORIA,3,,,,,"6,846","6,612","6,609",100.00%,1,175,2.60%,"6,849","6,613",175,2.60%
Netherlands,SOUTH KOREA,SEOUL,3,2,2,,,237,190,185,97.40%,,45,19.00%,240,192,45,18.80%
Netherlands,SRI LANKA,COLOMBO,,,,,,6,5,3,60.00%,,1,16.70%,6,5,1,16.70%
Netherlands,SUDAN,KHARTOUM,3,2,2,1,33.30%,"1,906","1,289","1,144",88.80%,76,476,25.00%,"1,909","1,367",477,25.00%
Netherlands,SURINAME,PARAMARIBO,46,35,33,1,2.20%,"16,883","15,289","15,215",99.50%,9,"1,508",8.90%,"16,929","15,333","1,509",8.90%
Netherlands,SWEDEN,STOCKHOLM,1,1,,,,26,20,17,85.00%,2,1,3.80%,27,23,1,3.70%
Netherlands,TAIWAN,TAIPEI,,,,,,122,116,116,100.00%,1,1,0.80%,122,117,1,0.80%
Netherlands,TANZANIA,DAR ES SALAAM,2,2,1,,,"1,081",902,899,99.70%,3,164,15.20%,"1,083",907,164,15.10%
Netherlands,THAILAND,BANGKOK,,,,,,"14,673","13,311","13,253",99.60%,,"1,055",7.20%,"14,673","13,311","1,055",7.20%
Netherlands,TRINIDAD AND TOBAGO,PORT OF SPAIN,14,9,6,,,76,59,55,93.20%,,16,21.10%,90,68,16,17.80%
Netherlands,TUNISIA,TUNIS,6,,,,,"7,759","3,543","3,419",96.50%,41,"3,919",50.50%,"7,765","3,584","3,919",50.50%
Netherlands,TURKEY,ANKARA,,,,,,"17,675","14,412","9,886",68.60%,16,"3,141",17.80%,"17,675","14,428","3,141",17.80%
Netherlands,TURKEY,ISTANBUL,18,,,16,88.90%,"47,930","42,716","32,631",76.40%,21,"4,743",9.90%,"47,948","42,737","4,759",9.90%
Netherlands,TURKEY,IZMIR,,,,,,"6,240","5,558","3,921",70.50%,,657,10.50%,"6,240","5,558",657,10.50%
Netherlands,UGANDA,KAMPALA,2,,,,,"2,623","1,907","1,873",98.20%,24,673,25.70%,"2,625","1,931",673,25.60%
Netherlands,UKRAINE,KYIV,7,5,2,2,28.60%,"2,368","1,937","1,607",83.00%,7,408,17.20%,"2,375","1,949",410,17.30%
Netherlands,UNITED ARAB EMIRATES,ABU DHABI,11,6,6,5,45.50%,"4,821","3,655","3,653",99.90%,94,955,19.80%,"4,832","3,755",960,19.90%
Netherlands,UNITED ARAB EMIRATES,DUBAI,16,6,6,8,50.00%,"14,594","11,282","11,265",99.80%,189,"2,921",20.00%,"14,610","11,477","2,929",20.00%
Netherlands,UNITED KINGDOM,EDINBURGH,2,2,2,,,"1,395","1,370","1,353",98.80%,5,7,0.50%,"1,397","1,377",7,0.50%
Netherlands,UNITED KINGDOM,LONDON,3,2,1,,,"15,327","14,838","14,780",99.60%,67,74,0.50%,"15,330","14,907",74,0.50%
Netherlands,UNITED KINGDOM,MANCHESTER,,,,,,"1,226","1,194","1,190",99.70%,3,5,0.40%,"1,226","1,197",5,0.40%
Netherlands,USA,"CHICAGO, IL",10,1,1,1,10.00%,"1,846","1,752","1,708",97.50%,4,36,2.00%,"1,856","1,757",37,2.00%
Netherlands,USA,"HOUSTON, TX",5,,,,,"1,151","1,074","1,057",98.40%,3,40,3.50%,"1,156","1,077",40,3.50%
Netherlands,USA,"MIAMI, FL",,,,,,681,639,629,98.40%,2,25,3.70%,681,641,25,3.70%
Netherlands,USA,"NEW YORK, NY",7,2,1,1,14.30%,"2,381","2,317","2,288",98.70%,,35,1.50%,"2,388","2,319",36,1.50%
Netherlands,USA,"SAN FRANCISCO, CA",1,,,,,"2,121","2,042","1,994",97.60%,6,20,0.90%,"2,122","2,048",20,0.90%
Netherlands,USA,"WASHINGTON, DC",7,7,6,,,"1,784","1,693","1,637",96.70%,11,55,3.10%,"1,791","1,711",55,3.10%
Netherlands,VENEZUELA,CARACAS,,,,,,16,13,12,92.30%,,2,12.50%,16,13,2,12.50%
Netherlands,VIETNAM,HANOI,,,,,,"2,019","1,630",979,60.10%,33,280,13.90%,"2,019","1,663",280,13.90%
Netherlands,VIETNAM,HO CHI MINH,3,,,,,"4,735","3,702","1,575",42.50%,8,859,18.10%,"4,738","3,710",859,18.10%
Netherlands,ZIMBABWE,HARARE,3,1,1,,,"1,079",981,976,99.50%,,83,7.70%,"1,082",982,83,7.70%
Norway,AFGHANISTAN,KABUL,,,,,,55,37,11,29.70%,17,1,1.80%,55,54,1,1.80%
Norway,ALGERIA,ALGIERS,,,,,,379,188,76,40.40%,1,190,50.10%,379,189,190,50.10%
Norway,ANGOLA,LUANDA,,,,,,190,127,29,22.80%,1,62,32.60%,190,128,62,32.60%
Norway,ARGENTINA,BUENOS AIRES,,,,,,4,4,1,25.00%,,,,4,4,,
Norway,AUSTRALIA,CANBERRA,,,,,,375,350,79,22.60%,9,16,4.30%,375,359,16,4.30%
Norway,AUSTRIA,VIENNA,,,,,,1,1,1,100.00%,2,,,1,3,,
Norway,AZERBAIJAN,BAKU,,,,,,211,175,71,40.60%,,36,17.10%,211,175,36,17.10%
Norway,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,6,6,3,50.00%,,,,6,6,,
Norway,BRAZIL,BRASILIA,,,,,,3,3,,,,,,3,3,,
Norway,BRAZIL,RIO DE JANEIRO,,,,,,10,3,2,66.70%,3,4,40.00%,10,6,4,40.00%
Norway,CHINA,BEIJING,,,,,,"28,479","28,081","1,916",6.80%,7,391,1.40%,"28,479","28,088",391,1.40%
Norway,CHINA,GUANGZHOU (CANTON),,,,,,"10,970","10,815",425,3.90%,1,154,1.40%,"10,970","10,816",154,1.40%
Norway,CHINA,SHANGHAI,,,,,,"27,435","27,290",846,3.10%,4,141,0.50%,"27,435","27,294",141,0.50%
Norway,CROATIA,ZAGREB,,,,,,6,3,1,33.30%,2,1,16.70%,6,5,1,16.70%
Norway,CUBA,HAVANA,,,,,,1,7,,,8,,,1,15,,
Norway,EGYPT,CAIRO,,,,,,565,487,148,30.40%,4,74,13.10%,565,491,74,13.10%
Norway,ETHIOPIA,ADDIS ABEBA,,,,,,2,5,,,5,2,100.00%,2,10,2,100.00%
Norway,GERMANY,BERLIN,,,,,,,1,,,1,,,,2,,
Norway,GHANA,ACCRA,,,,,,"1,495",702,168,23.90%,7,786,52.60%,"1,495",709,786,52.60%
Norway,GREECE,ATHENS,,,,,,2,2,1,50.00%,,,,2,2,,
Norway,INDIA,NEW DELHI,,,,,,"18,499","15,811","2,554",16.20%,75,"2,613",14.10%,"18,499","15,886","2,613",14.10%
Norway,INDONESIA,JAKARTA,,,,,,"4,625","4,601",472,10.30%,20,4,0.10%,"4,625","4,621",4,0.10%
Norway,IRAN,TEHERAN,,,,,,"1,862","1,207",161,13.30%,63,592,31.80%,"1,862","1,270",592,31.80%
Norway,ISRAEL,TEL AVIV,,,,,,25,21,2,9.50%,1,3,12.00%,25,22,3,12.00%
Norway,ITALY,ROME,,,,,,1,,,,1,,,1,1,,
Norway,JAPAN,TOKYO,,,,,,253,239,32,13.40%,,14,5.50%,253,239,14,5.50%
Norway,JORDAN,AMMAN,,,,,,293,219,48,21.90%,24,50,17.10%,293,243,50,17.10%
Norway,KENYA,NAIROBI,,,,,,"1,090",855,80,9.40%,27,208,19.10%,"1,090",882,208,19.10%
Norway,KOSOVO,PRISTINA,,,,,,"2,205",32,32,100.00%,"1,769",468,21.20%,"2,205","1,801",468,21.20%
Norway,LEBANON,BEIRUT,,,,,,544,404,239,59.20%,55,85,15.60%,544,459,85,15.60%
Norway,MALAWI,LILONGWE,,,,,,137,121,17,14.00%,5,11,8.00%,137,126,11,8.00%
Norway,MOZAMBIQUE,MAPUTO,,,,,,258,245,53,21.60%,,13,5.00%,258,245,13,5.00%
Norway,NETHERLANDS,THE HAGUE,,,,,,4,1,1,100.00%,3,,,4,4,,
Norway,NIGERIA,ABUJA,,,,,,631,310,39,12.60%,8,313,49.60%,631,318,313,49.60%
Norway,PAKISTAN,ISLAMABAD,,,,,,"2,013","1,156",302,26.10%,17,840,41.70%,"2,013","1,173",840,41.70%
Norway,PALESTINIAN AUTHORITY,RAMALLAH,,,,,,317,247,20,8.10%,44,26,8.20%,317,291,26,8.20%
Norway,PHILIPPINES,MANILA,,,,,,"6,380","5,918","1,703",28.80%,14,448,7.00%,"6,380","5,932",448,7.00%
Norway,ROMANIA,BUCHAREST,,,,,,30,21,4,19.00%,2,7,23.30%,30,23,7,23.30%
Norway,RUSSIAN FEDERATION,MOSCOW,,,,,,"21,420","17,504","12,675",72.40%,91,"3,825",17.90%,"21,420","17,595","3,825",17.90%
Norway,RUSSIAN FEDERATION,MURMANSK,,,,,,31,22,22,100.00%,,9,29.00%,31,22,9,29.00%
Norway,SAUDI ARABIA,RIYADH,,,,,,"1,330","1,234","1,185",96.00%,19,77,5.80%,"1,330","1,253",77,5.80%
Norway,SERBIA,BELGRADE,,,,,,15,13,3,23.10%,1,1,6.70%,15,14,1,6.70%
Norway,SOUTH AFRICA,PRETORIA,,,,,,"2,975","2,883",949,32.90%,6,86,2.90%,"2,975","2,889",86,2.90%
Norway,SOUTH KOREA,SEOUL,,,,,,,3,,,3,,,,6,,
Norway,SOUTH SUDAN,JUBA,,,,,,9,3,2,,6,,,9,9,,
Norway,SPAIN,MADRID,,,,,,2,15,,,15,2,100.00%,2,30,2,100.00%
Norway,SRI LANKA,COLOMBO,,,,,,933,801,141,,22,110,11.80%,933,823,110,11.80%
Norway,SUDAN,KHARTOUM,,,,,,277,98,16,16.30%,13,166,59.90%,277,111,166,59.90%
Norway,SWEDEN,STOCKHOLM,,,,,,6,3,3,100.00%,1,2,33.30%,6,4,2,33.30%
Norway,THAILAND,BANGKOK,,,,,,"13,569","12,813","4,032",31.50%,42,714,5.30%,"13,569","12,855",714,5.30%
Norway,TURKEY,ANKARA,,,,,,"1,923","1,144",452,39.50%,14,765,39.80%,"1,923","1,158",765,39.80%
Norway,UGANDA,KAMPALA,,,,,,345,245,18,7.30%,3,97,28.10%,345,248,97,28.10%
Norway,UKRAINE,KYIV,,,,,,209,187,144,77.00%,13,9,4.30%,209,200,9,4.30%
Norway,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"4,183","3,099",831,26.80%,54,"1,030",24.60%,"4,183","3,153","1,030",24.60%
Norway,UNITED KINGDOM,LONDON,2,2,,,,"3,065","2,135",481,22.50%,22,908,29.60%,"3,067","2,159",908,29.60%
Norway,USA,"NEW YORK, NY",1,1,,,,"2,831","2,719","1,423",52.30%,23,89,3.10%,"2,832","2,743",89,3.10%
Norway,VIETNAM,HANOI,,,,,,"2,112","1,910",171,9.00%,12,190,9.00%,"2,112","1,922",190,9.00%
Poland,ALBANIA,TIRANA,,,,,,179,,,,146,33,18.40%,179,146,33,18.40%
Poland,ALGERIA,ALGIERS,,,,,,"2,611","1,520",508,33.40%,4,"1,087",41.60%,"2,611","1,524","1,087",41.60%
Poland,ANGOLA,LUANDA,,,,,,963,404,89,22.00%,1,558,57.90%,963,405,558,57.90%
Poland,ARGENTINA,BUENOS AIRES,,,,,,4,3,2,66.70%,,1,25.00%,4,3,1,25.00%
Poland,ARMENIA,YEREVAN,,,,,,"3,537","3,217",783,24.30%,,320,9.00%,"3,537","3,217",320,9.00%
Poland,AUSTRALIA,SYDNEY,,,,,,224,221,72,32.60%,,3,1.30%,224,221,3,1.30%
Poland,AUSTRIA,VIENNA,,,,,,1,1,,,,,,1,1,,
Poland,AZERBAIJAN,BAKU,,,,,,"1,820","1,660",457,27.50%,1,159,8.70%,"1,820","1,661",159,8.70%
Poland,BELARUS,BREST,,,,,,"74,306","74,089","63,511",85.70%,6,211,0.30%,"74,306","74,095",211,0.30%
Poland,BELARUS,GRODNO,,,,,,"60,178","60,112","54,769",91.10%,17,49,0.10%,"60,178","60,129",49,0.10%
Poland,BELARUS,MINSK,,,,,,"1,43,730","1,43,377","1,18,185",82.40%,10,343,0.20%,"1,43,730","1,43,387",343,0.20%
Poland,BELGIUM,BRUSSELS,,,,,,2,2,,,,,,2,2,,
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,15,15,10,66.70%,,,,15,15,,
Poland,BRAZIL,CURITIBA,,,,,,16,6,3,50.00%,,10,62.50%,16,6,10,62.50%
Poland,BULGARIA,SOFIA,,,,,,222,192,144,75.00%,12,18,8.10%,222,204,18,8.10%
Poland,CANADA,MONTREAL,,,,,,72,71,26,36.60%,,1,1.40%,72,71,1,1.40%
Poland,CANADA,OTTAWA,,,,,,36,35,19,54.30%,,1,2.80%,36,35,1,2.80%
Poland,CANADA,TORONTO,,,,,,241,233,114,48.90%,,8,3.30%,241,233,8,3.30%
Poland,CANADA,VANCOUVER,,,,,,81,80,26,32.50%,,1,1.20%,81,80,1,1.20%
Poland,CHILE,SANTIAGO DE CHILE,,,,,,11,9,5,55.60%,,2,18.20%,11,9,2,18.20%
Poland,CHINA,BEIJING,,,,,,"9,719","9,077","1,209",13.30%,,642,6.60%,"9,719","9,077",642,6.60%
Poland,CHINA,CHENGDU,,,,,,"1,215","1,200",249,20.80%,,15,1.20%,"1,215","1,200",15,1.20%
Poland,CHINA,GUANGZHOU (CANTON),,,,,,"4,278","4,191","1,169",27.90%,,,,"4,278","4,191",,
Poland,CHINA,SHANGHAI,,,,,,"10,621","10,199","1,514",14.80%,,422,4.00%,"10,621","10,199",422,4.00%
Poland,COLOMBIA,BOGOTA,,,,,,13,7,5,71.40%,,6,46.20%,13,7,6,46.20%
Poland,CROATIA,ZAGREB,,,,,,9,9,4,44.40%,,,,9,9,,
Poland,CUBA,HAVANA,,,,,,227,190,25,13.20%,,37,16.30%,227,190,37,16.30%
Poland,CYPRUS,NICOSIA,,,,,,121,96,30,31.30%,1,24,19.80%,121,97,24,19.80%
Poland,CZECH REPUBLIC,PRAGUE,,,,,,2,2,,,,,,2,2,,
Poland,DENMARK,COPENHAGEN,,,,,,3,3,3,100.00%,,,,3,3,,
Poland,EGYPT,CAIRO,,,,,,"2,550","1,897",348,18.30%,9,644,25.30%,"2,550","1,906",644,25.30%
Poland,ETHIOPIA,ADDIS ABEBA,,,,,,321,249,35,14.10%,,72,22.40%,321,249,72,22.40%
Poland,FINLAND,HELSINKI,,,,,,2,1,,,,1,50.00%,2,1,1,50.00%
Poland,FRANCE,PARIS,,,,,,6,4,2,50.00%,2,,,6,6,,
Poland,GEORGIA,TBILISSI,,,,,,80,43,15,34.90%,,37,46.30%,80,43,37,46.30%
Poland,GERMANY,BERLIN,,,,,,21,20,4,20.00%,1,,,21,21,,
Poland,GREECE,ATHENS,,,,,,2,1,,,,1,50.00%,2,1,1,50.00%
Poland,HONG KONG S.A.R.,HONG KONG,,,,,,215,213,55,25.80%,,2,0.90%,215,213,2,0.90%
Poland,INDIA,MUMBAI,,,,,,"5,105","4,580","2,970",64.80%,49,476,9.30%,"5,105","4,629",476,9.30%
Poland,INDIA,NEW DELHI,,,,,,"4,614","3,621","1,210",33.40%,23,970,21.00%,"4,614","3,644",970,21.00%
Poland,INDONESIA,JAKARTA,,,,,,"1,441","1,433","1,200",83.70%,,8,0.60%,"1,441","1,433",8,0.60%
Poland,IRAN,TEHERAN,,,,,,"2,178","1,509",371,24.60%,19,650,29.80%,"2,178","1,528",650,29.80%
Poland,IRAQ,ERBIL,,,,,,"2,249",840,190,22.60%,5,"1,404",62.40%,"2,249",845,"1,404",62.40%
Poland,IRELAND,DUBLIN,,,,,,347,325,123,37.80%,3,19,5.50%,347,328,19,5.50%
Poland,ISRAEL,TEL AVIV,,,,,,527,450,65,14.40%,60,17,3.20%,527,510,17,3.20%
Poland,JAPAN,TOKYO,,,,,,208,199,21,10.60%,1,8,3.80%,208,200,8,3.80%
Poland,JORDAN,AMMAN,,,,,,"1,144",922,237,25.70%,43,179,15.60%,"1,144",965,179,15.60%
Poland,KAZAKHSTAN,ALMATY,,,,,,"3,224","2,939",531,18.10%,3,282,8.70%,"3,224","2,942",282,8.70%
Poland,KAZAKHSTAN,ASTANA,,,,,,"2,597","2,506",395,15.80%,,91,3.50%,"2,597","2,506",91,3.50%
Poland,KENYA,NAIROBI,,,,,,620,430,35,8.10%,18,172,27.70%,620,448,172,27.70%
Poland,KUWAIT,KUWAIT,,,,,,814,656,445,67.80%,34,124,15.20%,814,690,124,15.20%
Poland,LATVIA,RIGA,,,,,,1,1,1,100.00%,,,,1,1,,
Poland,LEBANON,BEIRUT,,,,,,"1,271","1,169",328,28.10%,29,73,5.70%,"1,271","1,198",73,5.70%
Poland,MALAYSIA,KUALA LUMPUR,,,,,,159,82,37,45.10%,,77,48.40%,159,82,77,48.40%
Poland,MEXICO,MEXICO CITY,,,,,,18,18,8,44.40%,,,,18,18,,
Poland,MOLDOVA,CHISINAU,,,,,,88,83,50,60.20%,,5,5.70%,88,83,5,5.70%
Poland,MOROCCO,RABAT,,,,,,889,683,61,8.90%,,206,23.20%,889,683,206,23.20%
Poland,NEW ZEALAND,WELLINGTON,,,,,,35,35,13,37.10%,,,,35,35,,
Poland,NIGERIA,ABUJA,,,,,,"1,219",431,121,28.10%,71,717,58.80%,"1,219",502,717,58.80%
